dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,cwe_flag_count
53,17,0.133058,2,1,160,80,80,80,80.0,0.0,80,80,80.0,0.0,1803.7246914879224,22.54655864359903,0.066529,0.066529,0.133058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,15.031039095732687,7.515519547866344,80,80,80.0,0.0,0.0,0,0,0,0,0,0,0,0.5,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,2,160,1,80,0,0,2,20,0,0,0,0,0,0,0,0,0
53,17,0.132375,2,1,160,161,80,80,80.0,0.0,161,161,161.0,0.0,2424.929178470255,22.6628895184136,0.0661875,0.0661875,0.132375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,15.108593012275731,7.554296506137867,80,161,107.0,38.18376618407357,1458.0,0,0,0,0,0,0,0,0.5,107.0,80.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,2,160,1,161,0,0,2,20,0,0,0,0,0,0,0,0,0
53,17,0.027167,2,1,154,150,77,77,77.0,0.0,150,150,150.0,0.0,11190.046747892664,110.4280929068355,0.0135835,0.0135835,0.027167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,73.61872860455699,36.809364302278496,77,150,101.33333333333331,34.41253001774531,1184.2222222222222,0,0,0,0,0,0,0,0.5,101.33333333333331,77.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154,1,150,0,0,2,20,0,0,0,0,0,0,0,0,0
53,17,0.026752,2,1,154,109,77,77,77.0,0.0,109,109,109.0,0.0,9831.040669856458,112.14114832535884,0.013376,0.013376,0.026752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,74.76076555023923,37.380382775119614,77,109,87.66666666666667,15.084944665313014,227.5555555555556,0,0,0,0,0,0,0,0.5,87.66666666666667,77.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154,1,109,0,0,2,20,0,0,0,0,0,0,0,0,0
53,17,0.028936,2,1,154,77,77,77,77.0,0.0,77,77,77.0,0.0,7983.135194912911,103.67708045341443,0.014468,0.014468,0.028936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,69.11805363560963,34.55902681780481,77,77,77.0,0.0,0.0,0,0,0,0,0,0,0,0.5,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154,1,77,0,0,2,20,0,0,0,0,0,0,0,0,0
443,17,0.368388,28,47,8469,173205,1294,85,302.4642857142857,415.1607676674231,16842,68,3685.212765957447,3736.727564447381,493159.386299228,203.5896934753575,0.0049782162162162,0.0199788016828582,0.161998,0.0,0.368388,0.013644,0.0319727685776274,0.161998,0.0,0.354584,0.0077083478260869,0.0269429092754817,0.172977,0.0,0,0,0,0,560,940,76.0068188974668,127.5828745778907,68,16842,2422.32,3389.9450660642474,11491727.550933331,0,0,0,0,0,0,0,1.6785714285714286,2422.32,302.4642857142857,3685.212765957447,1794.0,4.0,165712.17439497507,16855.6,4.8,2792326.552249685,28,8469,47,173205,0,0,28,20,0,0,0,0,0,0,0,0,0
443,6,0.056323,12,11,2790,5119,1959,54,232.5,521.5386690681079,1514,54,465.3636363636364,642.640331010529,140422.20762388367,408.3589297445093,0.0025601363636363,0.0050546247436962,0.017404,0.0,0.056323,0.0051202727272727,0.0062559159650672,0.017627,0.0,0.043539,0.0043539,0.0059930756119041,0.017404,0.0,4,5,0,0,240,220,213.0568329101788,195.30209683433057,54,1959,343.8695652173913,594.1047561227203,352960.461247637,0,3,1,9,20,0,0,0.9166666666666666,343.8695652173913,232.5,465.3636363636364,0.0,0.0,0.0,4452.0,4.0,4452000000.0,12,2790,11,5119,64240,32768,4,20,0,0,0,0,0,0,0,0,0
443,6,0.222889,13,13,3116,5791,1959,54,239.69230769230768,501.88941236941895,1514,54,445.46153846153845,603.2107190672535,39961.595233501874,116.64999169990443,0.00891556,0.0255190536738022,0.126245,0.0,0.2228889999999999,0.0185740833333333,0.0450390770858268,0.166562,0.0,0.168386,0.0140321666666666,0.0342651381213066,0.126245,0.0,5,6,0,0,260,260,58.32499584995222,58.32499584995222,54,1959,342.5769230769231,564.3255452360074,318463.3210059171,0,3,0,11,24,0,0,1.0,342.5769230769231,239.69230769230768,445.46153846153845,0.0,0.0,0.0,4452.0,4.0,4452000000.0,13,3116,13,5791,64240,32768,5,20,0,0,0,0,0,0,0,0,0
53,17,0.016551,2,1,170,101,85,85,85.0,0.0,101,101,101.0,0.0,16373.63301311099,181.257930034439,0.0082755,0.0082755,0.016551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,120.83862002295932,60.41931001147967,85,101,90.33333333333331,7.542472332656507,56.88888888888889,0,0,0,0,0,0,0,0.5,90.33333333333331,85.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,2,170,1,101,0,0,2,20,0,0,0,0,0,0,0,0,0
53,17,0.016838,2,1,170,166,85,85,85.0,0.0,166,166,166.0,0.0,19954.86399809954,178.16842855446015,0.008419,0.008419,0.016838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,118.77895236964012,59.389476184820055,85,166,112.0,38.18376618407357,1458.0,0,0,0,0,0,0,0,0.5,112.0,85.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,2,170,1,166,0,0,2,20,0,0,0,0,0,0,0,0,0
